SampleName,PMeco,ID,dw_g,timepoint_cmtv,sheet_name,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,time_d,mgCO2_jar
35_20_BSrf_comp_8-15_2001_a,BSrf,BSrf_8-15_2001_a,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,6.79
36_20_BSrf_comp_8-15_2001_b,BSrf,BSrf_8-15_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,3.02
37_21_BSrf_comp_15-30_2001_a,BSrf,BSrf_15-30_2001_a,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,
38_21_BSrf_comp_15-30_2001_b,BSrf,BSrf_15-30_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,
39_22_BSwf_comp_0-10_2001_a,BSwf,BSwf_0-10_2001_a,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,
40_22_BSwf_comp_0-10_2001_b,BSwf,BSwf_0-10_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,9.30
41_23_BSwf_comp_10-19_2001_a,BSwf,BSwf_10-19_2001_a,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,
42_23_BSwf_comp_10-19_2001_b,BSwf,BSwf_10-19_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,
43_25_BSpp_comp_0-7_2001_a,BSpp,BSpp_0-7_2001_a,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,9.09
44_25_BSpp_comp_0-7_2001_b,BSpp,BSpp_0-7_2001_b,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,
45_26_BSpp_comp_7-18_2001_a,BSpp,BSpp_7-18_2001_a,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,5.16
46_26_BSpp_comp_7-18_2001_b,BSpp,BSpp_7-18_2001_b,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,
47_27_BSpp_comp_18-28_2001_a,BSpp,BSpp_18-28_2001_a,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,1.57
48_27_BSpp_comp_18-28_2001_b,BSpp,BSpp_18-28_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.46944,2020,12,8.5,8.0,2.62
27_16_ANpp_comp_0-6_2001_a,ANpp,ANpp_0-6_2001_a,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,19.37
28_16_ANpp_comp_0-6_2001_b,ANpp,ANpp_0-6_2001_b,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,7.38
29_17_ANpp_comp_6-13_2001_a,ANpp,ANpp_6-13_2001_a,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
30_17_ANpp_comp_6-13_2001_b,ANpp,ANpp_6-13_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
31_18_ANpp_comp_13-33_2001_a,ANpp,ANpp_13-33_2001_a,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
32_18_ANpp_comp_13-33_2001_b,ANpp,ANpp_13-33_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,2.49
33_19_BSrf_comp_0-8_2001_a,BSrf,BSrf_0-8_2001_a,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
34_19_BSrf_comp_0-8_2001_b,BSrf,BSrf_0-8_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
35_20_BSrf_comp_8-15_2001_a,BSrf,BSrf_8-15_2001_a,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
36_20_BSrf_comp_8-15_2001_b,BSrf,BSrf_8-15_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,2.81
37_21_BSrf_comp_15-30_2001_a,BSrf,BSrf_15-30_2001_a,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
38_21_BSrf_comp_15-30_2001_b,BSrf,BSrf_15-30_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
39_22_BSwf_comp_0-10_2001_a,BSwf,BSwf_0-10_2001_a,8.1,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,
40_22_BSwf_comp_0-10_2001_b,BSwf,BSwf_0-10_2001_b,8.0,6,2001_Inc_11.12.20,,44165.4375,2020,11,30.4,44176.5,2020,12,11.5,11.1,9.43
